custom_id,misconfigured_snippet,related_cwe,misconfiguration_label
request-338,,,0
request-339,,,0
request-340,"class { '::heat::engine' : auth_encryption_key => $heat_hash['auth_encryption_key'], heat_metadata_server_url => $metadata_server_url, heat_waitcondition_server_url => $waitcondition_server_url, heat_watch_server_url => $watch_server_url, trusts_delegated_roles => [], max_resources_per_stack => '20000', instance_connection_https_validate_certificates => '1', instance_connection_is_secure => '0', }",CWE-319,1
request-341,,,0
request-342,"if ($::operatingsystem == 'ubuntu') and (versioncmp($::operatingsystemmajrelease, '16') >= 0) { $ssl_enabled = false } else { $ssl_enabled = true }",CWE-319,1
request-343,,,0
request-344,nova_config { 'neutron/metadata_proxy_shared_secret': value => $neutron_metadata_proxy_secret; },CWE-522,1
request-345,,,0
request-346,"file { ""/var/lib/puppet/.indexing-disabled"" : content => ""indexing-disabled"", notify => exec[""disable-indexing"", ""remove-index""] ; }",CWE-276,1
request-347,"exec { 'os-net-config': command => '/bin/os-net-config -c /etc/os-net-config/config.json -v --detailed-exit-codes', returns => [0, 2], require => [ package['os-net-config'], package['openvswitch'], service['openvswitch'], ], }",CWE-78,1
request-348,"$db_allowed_hosts = pick($aodh_hash['db_allowed_hosts'], '%')",CWE-284,1
request-349,password_hash => mysql_password($password),CWE-327,1
request-350,,,0
request-351,"package { ""ntp"": ensure => latest; }",CWE-829,1
request-352,,,0
request-353,"cluster::corosync::cs_service {'dhcp': ocf_script => 'neutron-dhcp-agent', csr_parameters => { 'plugin_config' => $plugin_config, 'remove_artifacts_on_stop_start' => true, }, ... }",CWE-732,1
request-354,mode => 0755,CWE-732,1
request-355,"package { 'elasticsearch-curator': ensure => 'present', provider => 'pip', }",CWE-494,1
request-356,,,0
request-357,,,0
request-358,$log_address = '/dev/log',CWE-377,1
request-359,,,0
request-360,"cfg => ""${plugins_dir}/check_mysql -h $hostname -u $username -p $password"";",CWE-312,1
request-361,$policy_path = '/etc/nova/policy.json',CWE-276,1
request-362,,,0
request-363,'default/nova_proxy_admin_pass': value => $::trove::nova_proxy_admin_pass;,CWE-522,1
request-363,'default/guest_config': value => $guestagent_config_file,CWE-522,1
request-363,'default/network_label_regex': value => '.*';,CWE-184,1
request-364,"file { 'c:/tools/vs2013': ensure => link, target => 'c:\program files (x86)\microsoft visual studio 12.0'; }",CWE-59,1
request-365,"file { ""${hiera_dir}/${plugin_yaml}"": ensure => file, content => ""${calculated_content}"", }",CWE-359,1
request-366,'glance_store/cinder_api_insecure': value => $cinder_api_insecure;,CWE-295,1
request-367,"file { '/tools/checkouts': ensure => directory, owner => $::config::builder_username, group => $::config::builder_group; }",CWE-732,1
request-368,,,0
request-369,"auto_security_group => true,",CWE-284,1
request-370,$root_helper = 'sudo neutron-rootwrap /etc/neutron/rootwrap.conf',CWE-269,1
request-371,"""${name}/san_password"": value => $san_password;",CWE-256,1
request-372,"php::ini { 'uploadsize': settings => { upload_max_filesize => '100m', post_max_size => '100m', } }",CWE-434,1
request-373,,,0
request-374,"file { '/root/swiftrc': ensure => file, owner => 'root', group => 'root', mode => '0600', tag => 'swift-file', content => "" export st_user=${admin_tenant}:${admin_user} export st_key=${admin_password} export st_auth=${auth_url} "", }",CWE-522,1
request-375,"openstack::ha::haproxy_service { 'ironic-baremetal': order => '185', listen_port => 6385, public => false, public_ssl => false, public_virtual_ip => false, internal_virtual_ip => $baremetal_virtual_ip, }",CWE-319,1
request-375,"openstack::ha::haproxy_service { 'swift-baremetal': order => '125', listen_port => 8080, ipaddresses => $swift_ipaddresses, server_names => $swift_server_names, public => false, public_ssl => false, public_virtual_ip => false, internal_virtual_ip => $baremetal_virtual_ip, haproxy_config_options => { 'option' => ['httpchk', 'httplog', 'httpclose'], }, balancermember_options => 'check port 49001 inter 15s fastinter 2s downinter 8s rise 3 fall 3', }",CWE-319,1
request-375,"openstack::ha::haproxy_service { 'radosgw-baremetal': order => '135', listen_port => 8080, balancermember_port => 6780, ipaddresses => $rgw_ipaddresses, server_names => $rgw_server_names, public => false, public_ssl => false, public_virtual_ip => false, internal_virtual_ip => $baremetal_virtual_ip, haproxy_config_options => { 'option' => ['httplog', 'httpchk get /'], }, }",CWE-319,1
request-376,service { $server_service : ensure => running },CWE-284,1
request-377,"create_resources(sshkey, hiera('ssh_keys', {}))",CWE-798,1
request-378,"command => ""neutron-db-manage ${extra_params} upgrade heads""",CWE-78,1
request-379,cinder_config { 'keymgr/fixed_key': value => $cinder_hash[fixed_key]; },CWE-321,1
request-379,"$db_password = $cinder_hash[db_password]
...
$db_connection = os_database_connection({ 'dialect' => $db_type, 'host' => $db_host, 'database' => $db_name, 'username' => $db_user, 'password' => $db_password, 'extra' => $extra_params })",CWE-522,1
request-380,,,0
request-381,,,0
request-382,$glusterfs_volumes_config = '/etc/manila/glusterfs_volumes',CWE-732,1
request-383,"mediawiki::extension { 'sentry': settings => [ ""\$wgsentrydsn = trim(file_get_contents('${dsn}'));"", ], composer => true, }",CWE-20,1
request-384,gnocchi_config { 'storage/coordination_url' : value => $coordination_url; },CWE-1188,1
request-385,$log_dir = '/var/log/vitrage',CWE-732,1
request-386,"command => ""/usr/bin/nova-manage ${extra_params} db sync""",CWE-78,1
request-387,"file { '/tmp/mn-agent_config.sh': ensure => present, content => template('midonet/agent/mn-agent_config.sh.erb'), }",CWE-377,1
request-388,"[ ""/etc/hiera"", ""/etc/hiera/keys"", ""/etc/hiera/environments"" ]: ensure => directory, owner => puppet, group => puppetsync, mode => 0750;",CWE-732,1
request-389,"package { [ 'nbconvert', 'ipython', 'bleach', ]: ensure => present, provider => pip, }",CWE-494,1
request-390,'database/connection': value => $db_connection;,CWE-522,1
request-391,,,0
request-392,"file {'/etc/neutron/plugin.ini': ensure => link, target => '/etc/neutron/plugins/nicira/nvp.ini', tag => 'neutron-config-file', }",CWE-59,1
request-393,,,0
request-394,,,0
request-395,"file { ensure => present, mode => '0644', owner => 'contrail', group => 'contrail', require => package['contrail-openstack-webui'], }",CWE-732,1
request-396,,,0
request-397,,,0
request-398,"package { ['ruby-json', 'ruby-rest-client']: ensure => latest, }",CWE-829,1
request-399,"package { ""supervisor"": ensure => ""3.0-0.10.b2.el6""; }",CWE-494,1
request-400,"package { 'tcpdump': ensure => 'present', }",CWE-732,1
request-401,"exec { 'vcpu_pin': command => ""crudini --set ${nova_conf_file} default vcpu_pin_set $(python /usr/local/bin/get_vcpu_pin_set.py)"", notify => service['virtual-accelerator'], }",CWE-78,1
request-402,,,0
request-403,,,0
request-404,"exec { 'wait-for-int-br': command => $bridge_exists_check, path => ['/usr/bin', '/usr/sbin'], unless => $bridge_exists_check, try_sleep => 6, tries => 10, }",CWE-78,1
request-405,,,0
request-406,,,0
request-407,,,0
request-408,"exec { 'heat-dbsync': command => ""heat-manage ${extra_params} db_sync"", ... }",CWE-78,1
request-409,$iface = '0.0.0.0',CWE-200,1
request-410,,,0
request-411,"exec { 'cp /root/.ssh/id_rsa.pub /etc/cobbler/authorized_keys': command => 'cp /root/.ssh/id_rsa.pub /etc/cobbler/authorized_keys', creates => '/etc/cobbler/authorized_keys', require => class['::cobbler::server'], }",CWE-276,1
request-412,,,0
request-413,'api/host': value => $host;,CWE-200,1
request-414,$log_dir = '/var/log/keystone',CWE-732,1
request-415,"merge_yaml_settings { path => '/tmp/test.yaml', original_data => '/tmp/test.yaml', overwrite_arrays => true, }",CWE-377,1
request-416,"keystone_user { $admin: ensure => present, enabled => true, email => $email, password => $password, domain => $admin_user_domain, }",CWE-522,1
request-417,"exec { 'ec2api_db_sync' : command => 'ec2api-manage db_sync', path => '/usr/bin', user => $system_user, group => $system_group, refreshonly => true, }",CWE-78,1
request-418,,,0
request-419,"password_hash => mysql_password($password),",CWE-326,1
request-420,"firewall {'221 onos': port => [6633, 6640, 6653, 8181, 8101,9876], proto => 'tcp', action => 'accept', }",CWE-284,1
request-421,"exec { ""creating order constraint ${name}"": command => ""/usr/sbin/pcs constraint order ${first_action} ${first_resource_cleaned} then ${second_action} ${second_resource_cleaned} ${_constraint_params}"", unless => ""/usr/sbin/pcs constraint order show | grep ${first_resource_cleaned} | grep ${second_resource_cleaned} > /dev/null 2>&1"", require => [exec['wait-for-settle'],package['pcs']], tries => $tries, try_sleep => $try_sleep, tag => [ 'pacemaker', 'pacemaker_constraint'], }",CWE-78,1
request-421,"exec { ""creating location constraint ${name}"": command => ""/usr/sbin/pcs constraint location add ${name} ${first_resource_cleaned} ${location} ${score}"", unless => ""/usr/sbin/pcs constraint location show | grep ${first_resource_cleaned} > /dev/null 2>&1"", require => [exec['wait-for-settle'],package['pcs']], tries => $tries, try_sleep => $try_sleep, tag => [ 'pacemaker', 'pacemaker_constraint'], }",CWE-78,1
request-421,"exec { ""removing location constraint ${name}"": command => ""/usr/sbin/pcs constraint location remove ${name_cleaned}"", onlyif => ""/usr/sbin/pcs constraint location show --full | grep ${name_cleaned}"", require => exec['wait-for-settle'], tries => $tries, try_sleep => $try_sleep, tag => [ 'pacemaker', 'pacemaker_constraint'], }",CWE-78,1
request-421,"exec { ""removing ${constraint_type} constraint ${name}"": command => ""/usr/sbin/pcs constraint ${constraint_type} remove ${first_resource_cleaned} ${second_resource_cleaned}"", onlyif => ""/usr/sbin/pcs constraint ${constraint_type} show | grep ${first_resource_cleaned} | grep ${second_resource_cleaned}"", require => exec['wait-for-settle'], tries => $tries, try_sleep => $try_sleep, tag => [ 'pacemaker', 'pacemaker_constraint'], }",CWE-78,1
request-421,"exec { ""creating colocation constraint ${name}"": command => ""/usr/sbin/pcs constraint colocation add ${first_resource_cleaned} ${second_resource_cleaned} ${score}"", unless => ""/usr/sbin/pcs constraint colocation show | grep ${first_resource_cleaned} | grep ${second_resource_cleaned} > /dev/null 2>&1"", require => [exec['wait-for-settle'],package['pcs']], tries => $tries, try_sleep => $try_sleep, tag => [ 'pacemaker', 'pacemaker_constraint'], }",CWE-78,1
request-422,"$home = ""/users/$username""",CWE-377,1
request-423,"class { '::heat' : notification_driver => $notification_driver, rabbit_hosts => $rabbit_hosts, }",CWE-319,1
request-424,"file { ""/tmp/existsfile"": mode => 755, ensure => file }",CWE-276,1
request-424,"file { ""/tmp/existsfile2"": mode => 755, ensure => file }",CWE-276,1
request-424,"file { ""/tmp/existsfile3"": mode => 755, ensure => file }",CWE-276,1
request-424,"file { ""/tmp/existsfile4"": mode => 755, ensure => file }",CWE-276,1
request-424,"file { ""/tmp/existsfile5"": mode => 755, ensure => file }",CWE-276,1
request-424,"file { ""/tmp/${1}file6"": mode => 755, ensure => file }",CWE-276,1
request-425,"cobbler_url => ""http://${::fuel_settings['admin_network']['ipaddress']}:80/cobbler_api""",CWE-319,1
request-426,"cdh::hadoop::directory { '/user/hive/warehouse': owner => 'hive', group => 'hadoop', mode => '1777', require => cdh::hadoop::directory['/user/hive'], }",CWE-732,1
request-427,"file { ""/etc/puppet/rack/config.ru"": ensure => present, source => ""puppet:///modules/rack/config.ru"", mode => 0644, owner => puppet, group => root, }",CWE-732,1
request-428,$ping_host_list = $network_scheme['endpoints'][$public_iface]['gateway'],CWE-20,1
request-429,,,0
request-430,"$public_url = 'http://127.0.0.1:9511/v1', $admin_url = 'http://127.0.0.1:9511/v1', $internal_url = 'http://127.0.0.1:9511/v1',",CWE-319,1
request-431,,,0
request-432,"wgeventloggingbaseuri => '//localhost:8080/event.gif',",CWE-601,1
request-433,'c:/windows/profile.d',CWE-276,1
request-433,'c:/windows/profile.puppet.d',CWE-276,1
request-434,'ml2_cisco/host_key_checks' : value => $host_key_checks;,CWE-295,1
request-435,,,0
request-436,"$public_url = 'http://127.0.0.1:8041', $internal_url = 'http://127.0.0.1:8041', $admin_url = 'http://127.0.0.1:8041'",CWE-319,1
request-437,"file { $pers_cfg_file:
  ensure  => file,
  content => template('monasca/persister-config.yml.erb'),
  mode    => '0644',
  owner   => $pers_user,
  group   => $::monasca::group,
  require => [user[$pers_user], group[$::monasca::group], file[$::monasca::log_dir]],
}",CWE-732,1
request-438,,,0
request-439,,,0
request-440,,,0
request-441,"apt::source { 'openstack': location => 'http://ubuntu-cloud.archive.canonical.com/ubuntu', release => ""${::lsbdistcodename}-updates/${os_release}"", repos => 'main', key => 'ecd76e3e', key_server => 'keyserver.ubuntu.com', include_src => false, }",CWE-494,1
request-442,'default/ha_vrrp_auth_type': value => $ha_vrrp_auth_type; 'default/ha_vrrp_auth_password': value => $ha_vrrp_auth_password;,CWE-522,1
request-443,,,0
request-444,"else { openstack::ha::haproxy_service { $grafana_haproxy_service: order => '801', internal_virtual_ip => hiera('lma::grafana::vip'), listen_port => $grafana_frontend_port, balancermember_port => $grafana_port, ipaddresses => $grafana_nodes_ips, server_names => $grafana_nodes_names, haproxy_config_options => { 'option' => ['httplog', 'dontlog-normal'], 'balance' => 'source', 'mode' => 'http', }, } }",CWE-319,1
request-445,,,0
request-446,"file { $service_home : ensure => directory, owner => '0', group => '0', mode => '0644', }",CWE-732,1
request-446,"file { '/etc/qpid-dispatch' : ensure => directory, owner => '0', group => '0', mode => '0644', }",CWE-732,1
request-446,"file { $log_output : ensure => file, owner => '0', group => '0', mode => '0666', }",CWE-732,1
request-447,database_connection => 'mysql://gnocchi:secrete@10.0.0.1/gnocchi?charset=utf8',CWE-522,1
request-447,"admin_url => 'http://10.0.0.1:8041', internal_url => 'http://10.0.0.1:8041', public_url => 'http://10.0.0.1:8041'",CWE-319,1
request-448,$database_connection = 'sqlite:////var/lib/neutron/ovs.sqlite',CWE-359,1
request-449,,,0
request-450,$repo_setup = hiera('repo_setup') url_available($repo_setup['repos']),CWE-829,1
request-451,,,0
request-452,"$log_dir = '/var/log/ec2api', $log_file = '/var/log/ec2api/ec2api.log'",CWE-732,1
request-453,,,0
request-454,'default/firewall_driver': value => 'nova.virt.firewall.noopfirewalldriver';,CWE-284,1
request-455,"$pers_fetch_url = ""http://${blobmirror}/repos/monasca/monasca_persister""
wget::fetch { ""${pers_fetch_url}/${mon_pers_build_ver}/${mon_pers_deb}"":
  destination => $latest_pers_deb,
  timeout => 300,
  before => [package['install-persister'], file[$latest_pers_deb]],
}",CWE-319,1
request-456,,,0
request-457,,,0
request-458,"if str2bool(hiera('nova::use_ipv6', false)) { $vncserver_listen = '::0' } else { $vncserver_listen = '0.0.0.0' }",CWE-200,1
request-459,"if ($tls_cacertdir != undef) { ensure_resource('file', $tls_cacertdir, { ensure => directory }) }",CWE-732,1
request-460,,,0
request-461,$auth_url = 'http://localhost:35357',CWE-319,1
request-461,$auth_uri = 'http://localhost:5000',CWE-319,1
request-462,"define vmware::cinder::vmdk( $vc_insecure = true, ... )",CWE-295,1
request-462,"file { $vcenter_ca_filepath: ensure => file, content => $vcenter_ca_content, mode => '0644', owner => 'root', group => 'root', }",CWE-200,1
request-463,,,0
request-464,"$public_url = 'http://127.0.0.1:9494', $admin_url = 'http://127.0.0.1:9494', $internal_url = 'http://127.0.0.1:9494',",CWE-319,1
request-465,"class { '::glance::backend::swift': swift_store_user => 'demo', swift_store_key => 'secrete', multi_store => true, }",CWE-798,1
request-465,"class { '::glance::api': keystone_password => 'a_big_secret', stores => ['file', 'swift'], default_store => 'swift', multi_store => true, }",CWE-798,1
request-466,,,0
request-467,,,0
request-468,,,0
request-469,,,0
request-470,content => template('haproxy/haproxy_balancermember.erb'),CWE-706,1
request-471,$privileges = 'all',CWE-266,1
request-472,"file { [""/tmp/arraytrailingcomma1"",""/tmp/arraytrailingcomma2"", ]: content => ""tmp"" }",CWE-379,1
request-473,$rabbit_password = 'guest',CWE-798,1
request-473,$auth_strategy = 'noauth',CWE-306,1
request-473,$designate_db_password = 'admin',CWE-798,1
request-474,"""os_password=${os_password}""",CWE-522,1
request-474,$os_auth_url = 'http://127.0.0.1:5000/v2.0/',CWE-319,1
request-475,"if $username and $password { $auth_basic_option = ""-a \""${username}\"":\""${password}\"""" } else { $auth_basic_option = '' }",CWE-522,1
request-476,,,0
request-477,$database_connection = 'mysql://magnum:magnum@localhost:3306/magnum',CWE-798,1
request-478,,,0
request-479,"file {'/tmp/manila_master': ensure => file, content => 'i am the file', }",CWE-377,1
request-480,,,0
request-481,mode => '0755';,CWE-732,1
request-482,"openstack::ha::haproxy_service { 'glance-registry': order => '090', listen_port => 9191, haproxy_config_options => { 'timeout' => 'server 11m', }, }",CWE-319,1
request-483,"exec { ""create_${volume_path}/${volume_name}"": command => ""dd if=/dev/zero of=\""${volume_path}/${volume_name}\"" bs=1 count=0 seek=${size}"", path => ['/bin','/usr/bin','/sbin','/usr/sbin'], unless => ""stat ${volume_path}/${volume_name}"", }",CWE-78,1
request-484,"define pacemaker::resource::ocf( $ensure = 'present', $ocf_agent_name = $name, $resource_params = '', $meta_params = '', $op_params = '', $clone_params = undef, $group_params = undef, $master_params = undef, $post_success_sleep = 0, $tries = 1, $try_sleep = 0, $verify_on_create = false, ) { pcmk_resource { $name: ensure => $ensure, resource_type => ""ocf:${ocf_agent_name}"", resource_params => $resource_params, meta_params => $meta_params, op_params => $op_params, clone_params => $clone_params, group_params => $group_params, master_params => $master_params, post_success_sleep => $post_success_sleep, tries => $tries, try_sleep => $try_sleep, verify_on_create => $verify_on_create, require => exec['wait-for-settle'], } }",CWE-78,1
request-485,,,0
request-486,'api/host': value => $host;,CWE-200,1
request-487,"pacemaker::property { 'disable stonith': property => 'stonith-enabled', value => false, }",CWE-284,1
request-488,"firewall { '000 accept all icmp requests': proto => 'icmp', action => 'accept', }",CWE-284,1
request-489,"package { ""nodejs"": ensure => '0.10.21-1chl1~precise1';",CWE-494,1
request-490,,,0
request-491,"file { $conf_sentinel_orig: content => template('redis/sentinel.conf.erb'), owner => root, group => root, mode => '0644', require => package['redis'], }",CWE-276,1
request-492,'quotas/default_quota': value => '-1'; 'quotas/quota_network': value => '-1'; 'quotas/quota_subnet': value => '-1'; 'quotas/quota_port': value => '-1'; 'quotas/quota_security_group': value => '-1'; 'quotas/quota_security_group_rule': value => '-1'; 'quotas/quota_router': value => '-1'; 'quotas/quota_floatingip': value => '-1';,CWE-770,1
request-493,'default/dhcpbridge': value => $dhcpbridge;,CWE-426,1
request-494,"$log_dir = '/var/log/barbican', $log_file = '/var/log/barbican/api.log'",CWE-732,1
request-495,"openstack::ha::haproxy_service { 'horizon': order => '015', listen_port => 80, server_names => undef, ipaddresses => undef, haproxy_config_options => { 'option' => 'http-buffer-request', 'timeout' => 'http-request 10s', 'redirect' => 'scheme https if !{ ssl_fc }' }, }",CWE-284,1
request-495,"openstack::ha::haproxy_service { 'horizon': order => '015', listen_port => 80, define_cookies => true, haproxy_config_options => { 'option' => ['forwardfor', 'httpchk', 'httpclose', 'httplog', 'http-buffer-request'], 'timeout' => ['client 3h', 'server 3h', 'http-request 10s'], 'rspidel' => '^set-cookie:\ ip=', 'balance' => 'source', 'mode' => 'http', 'cookie' => 'serverid insert indirect nocache', 'capture' => 'cookie vgnvisitor= len 32', }, balancermember_options => 'check inter 2000 fall 3', }",CWE-614,1
request-496,"exec { 'haproxy-reload': command => 'systemctl reload haproxy', path => ['/usr/bin', '/usr/sbin'], refreshonly => true, onlyif => 'pcs property | grep -q ""maintenance-mode.*true""', subscribe => class['::haproxy'] }",CWE-78,1
request-497,"ini_setting { 'bgp_password': ensure => present, setting => 'password', value => 'sdncbgpc', path => $config_path, key_val_separator => ' ', require => package['opnfv-quagga'], notify => service['opnfv-quagga'] }",CWE-798,1
request-498,,,0
request-499,"'netns.udp.listen': key => 'netns.udp.listen[*]', command => '/usr/bin/sudo /etc/zabbix/scripts/netns.listen.sh udp $1 $2 $3';",CWE-250,1
request-500,,,0
request-501,$policy_path = '/etc/ironic/policy.json',CWE-276,1
request-502,,,0
request-503,$privileges = 'all',CWE-266,1
request-504,"file { ensure => file, owner => 'root', group => 'root', mode => '0644', }",CWE-732,1
request-505,,,0
request-506,"file { '/root/switch-ssmtp-postfix': content => ""erase ssmtp\ninstall postfix\nrun\n""; }",CWE-276,1
request-507,"file { ""/etc/profile.d/${script_file}.sh"": ensure => $ensure, content => $content, source => $source, }",CWE-732,1
request-508,"$puppet_version = ""3.7.0""",CWE-1104,1
request-509,,,0
request-510,"command => ""nova-manage db archive_deleted_rows --max_rows ${max_rows} >>${destination} 2>&1""",CWE-78,1
request-511,,,0
request-512,"file {'/etc/n1kv/n1kv.conf': ensure => present, owner => 'root', group => 'root', mode => '0664', content => template('neutron/n1kv.conf.erb'), require => file['/etc/n1kv'], }",CWE-276,1
request-512,"file { $vemtgtimg: owner => 'root', group => 'root', mode => '0664', source => ""puppet:///modules/neutron/${n1kv_source}"", require => file['/var/n1kv'], }",CWE-276,1
request-513,,,0
request-514,,,0
request-515,trove_conductor_config { 'default/nova_proxy_admin_pass': value => $::trove::nova_proxy_admin_pass; },CWE-522,1
request-516,,,0
request-517,,,0
request-518,"exec { 'waiting-for-neutron-api': environment => [ ""os_tenant_name=${auth_tenant}"", ""os_username=${auth_user}"", ""os_password=${auth_password}"", ""os_auth_url=${auth_url}"", ""os_region_name=${auth_region}"", ""os_endpoint_type=${auth_endpoint_type}"", ], path => '/usr/sbin:/usr/bin:/sbin:/bin', tries => '30', try_sleep => '4', command => 'neutron net-list --http-timeout=4 2>&1 > /dev/null', provider => 'shell', subscribe => service['neutron-server'], refreshonly => true, }",CWE-522,1
request-519,"$api_db_password = undef, ... $admin_password = undef, ... $agent_password = undef, ... $user_password = undef, ... $sql_password = undef, ... $pers_db_password = undef,",CWE-798,1
request-520,"""${nagios::params::nagios_plugin_dir}/check_ssh '\$_host${var_name}\$'""",CWE-78,1
request-521,"notify {""${name} ::: tenant ${netdata['tenant']}"":}",CWE-532,1
request-522,,,0
request-523,"apt::source { 'openstack-apt-repo': location => $location, key => $key, key_source => $key_source, include_src => $include_src, }",CWE-494,1
request-524,wgoauthauthenticationconsumersecret => $consumer_secret,CWE-522,1
request-525,,,0
request-526,"firewall {'215 odl': port => [ $opendaylight::rest_api_port, 6633, 6640, 6653, $jetty_port, 8101], proto => 'tcp', action => 'accept', }",CWE-284,1
request-527,,,0
request-528,"""${users::builder::home}/.xsessionrc"": content => ""desktop_session=ubuntu\n"", owner => $::users::builder::username, group => $::users::builder::group, mode => 0644, notify => service['x11'];",CWE-276,1
request-529,include disableservices::iptables,CWE-284,1
request-530,password_hash => mysql_password($password),CWE-311,1
request-531,"$influxcreds = ""${root}/.influxcreds""",CWE-538,1
request-532,file { $semaphore_dir: ensure => directory; },CWE-732,1
request-533,"'oslo_messaging_rabbit/rabbit_password' : value => $rabbit_password, secret => true;",CWE-798,1
request-533,$rabbit_password = '',CWE-798,1
request-534,"firewall {'502 midonet api': port => '8081', proto => 'tcp', action => 'accept', }",CWE-284,1
request-535,,,0
request-536,,,0
request-537,"service { $vip_name: ensure => 'running', enable => true, }",CWE-306,1
request-538,$filters_dir = '/etc/nova/rootwrap.d',CWE-276,1
request-538,$mlnx_agent_conf = '/etc/neutron/plugins/mlnx/mlnx_conf.ini',CWE-276,1
request-539,glance_registry_config { 'default/cert_file': value => $cert_file; 'default/key_file': value => $key_file; 'default/ca_file': value => $ca_file; },CWE-319,1
request-540,,,0
request-541,"'stats' => ['enable', 'uri /', 'refresh 5s', 'show-node', 'show-legends', 'hide-version']",CWE-306,1
request-542,"command => ""/usr/local/bin/mwscript createandpromote.php \ --wiki='${wiki}' '${canonical_username}' '${password}'""",CWE-78,1
request-543,,,0
request-544,,,0
request-545,"exec { 'prov_database_node': command => ""python /opt/contrail/utils/provision_database_node.py \ --api_server_ip ${contrail::contrail_mgmt_vip} --api_server_port 8082 \ --oper add --host_name ${::fqdn} --host_ip ${contrail::address} \ --admin_user '${contrail::neutron_user}' --admin_tenant_name '${contrail::service_tenant}' --admin_password '${contrail::service_token}' \ && touch /opt/contrail/prov_database_node-done"", creates => '/opt/contrail/prov_database_node-done', }",CWE-522,1
request-546,$netapp_transport_type = 'http',CWE-319,1
request-547,"nrpe_command => ""/usr/lib/nagios/plugins/check_procs -c 1:1 -c java --ereg-argument-array 'kafka.tools.mirrormaker.+/etc/kafka/mirror/${title}/producer\.properties'""",CWE-78,1
request-547,"nrpe_command => '/usr/lib/nagios/plugins/check_procs -c 1:1 -c java --ereg-argument-array ""-jar.+jmxtrans-all.jar""'",CWE-78,1
request-548,"file { ""${slaverebooter::settings::config}"": require => python::virtualenv[""${basedir}""], owner => ""${users::builder::username}"", group => ""${users::builder::group}"", content => template(""slaverebooter/slaverebooter.ini.erb""); }",CWE-732,1
request-549,,,0
request-550,"shared::execonce { $zip : command => ""$quoted_7zip x $installersource_win\\zips\\$zip -o$target_dir -y"", require => [file[""$installersource_posix/zips/$zip""], class[""packages::7z920""] ]; }",CWE-78,1
request-551,"file { $script: ensure => file, content => template('monasca/persister-startup-script.erb'), mode => '0755', owner => 'root', group => 'root', }",CWE-732,1
request-552,"concat { $service_pem : ensure => present, mode => '0640', owner => 'haproxy', group => 'haproxy', }",CWE-266,1
request-553,password_hash => mysql_password($password),CWE-328,1
request-554,,,0
request-555,,,0
request-556,"openstacklib::policy::base { file_path => $policy_path, ... }",CWE-276,1
request-557,,,0
request-558,,,0
request-559,,,0
request-560,"class trove::policy ( $policies = {}, $policy_path = '/etc/trove/policy.json', ) { ... openstacklib::policy::base { file_path => $policy_path, } ... }",CWE-276,1
request-561,,,0
request-562,"exec { ""create-${name}"": command => ""/bin/true set -ex ceph osd pool create ${name} ${pg_num}"", unless => ""/bin/true set -ex ceph osd lspools | grep ' ${name},'"", timeout => $exec_timeout, }",CWE-78,1
request-562,"exec { ""set-${name}-pg_num"": command => ""/bin/true set -ex ceph osd pool set ${name} pg_num ${pg_num}"", unless => ""/bin/true set -ex test $(ceph osd pool get ${name} pg_num | sed 's/.*:\s*//g') -ge ${pg_num}"", require => exec[""create-${name}""], timeout => $exec_timeout, }",CWE-78,1
request-562,"exec { ""set-${name}-pgp_num"": command => ""/bin/true set -ex ceph osd pool set ${name} pgp_num ${pgp_num}"", unless => ""/bin/true set -ex test $(ceph osd pool get ${name} pgp_num | sed 's/.*:\s*//g') -ge ${pgp_num}"", require => exec[""create-${name}""], timeout => $exec_timeout, }",CWE-78,1
request-562,"exec { ""set-${name}-size"": command => ""/bin/true set -ex ceph osd pool set ${name} size ${size}"", unless => ""/bin/true set -ex test $(ceph osd pool get ${name} size | sed 's/.*:\s*//g') -eq ${size}"", require => exec[""create-${name}""], timeout => $exec_timeout, }",CWE-78,1
request-562,"exec { ""delete-${name}"": command => ""/bin/true set -ex ceph osd pool delete ${name} ${name} --yes-i-really-really-mean-it"", onlyif => ""/bin/true set -ex ceph osd lspools | grep ${name}"", timeout => $exec_timeout, }",CWE-78,1
request-563,"class cinder::volume::nexenta ( $nexenta_user, $nexenta_password, ... ) { ... cinder::backend::nexenta { 'default': nexenta_user => $nexenta_user, nexenta_password => $nexenta_password, ... } }",CWE-522,1
request-564,"file { '/tmp/mn-cluster_config.sh': ensure => present, content => template('midonet/cluster/mn-cluster_config.sh.erb'), } -> exec { '/bin/bash /tmp/mn-cluster_config.sh': }",CWE-78,1
request-564,"file { 'analytics_settings_script': ensure => present, path => '/tmp/analytics_settings.sh', content => template('midonet/analytics/analytics_settings.sh.erb'), } -> exec { '/bin/bash /tmp/analytics_settings.sh': }",CWE-78,1
request-565,"class cinder::rabbitmq( $userid = 'guest', $password = 'guest', $virtual_host = '/', )",CWE-798,1
request-565,"rabbitmq_user_permissions { ""${userid}@${virtual_host}"": configure_permission => '.*', write_permission => '.*', read_permission => '.*', provider => 'rabbitmqctl', }",CWE-732,1
request-566,$rabbit_password = $::os_service_default,CWE-798,1
request-566,$amqp_password = $::os_service_default,CWE-798,1
request-567,,,0
request-568,,,0
request-569,"$requireall = $::macosx_productversion_major ? { 10.10 => ""require all granted"", default => """" }",CWE-284,1
