Row_Number,Script,Original_Defect_Label,Misconfiguration_Label_llm,MisconfigurationFound,RelatedCWE,Reason
560,"define tripleo::certmonger::haproxy ( $service_pem, $service_certificate, $service_key, $hostname, $postsave_cmd, $principal = undef, ){ certmonger_certificate { ""${title}-cert"": hostname => $hostname, certfile => $service_certificate, keyfile => $service_key, postsave_cmd => $postsave_cmd, principal => $principal, } concat { $service_pem : ensure => present, mode => '0640', owner => 'haproxy', group => 'haproxy', } concat::fragment { ""${title}-cert-fragment"": target => $service_pem, source => $service_certificate, order => '01', require => certmonger_certificate[""${title}-cert""], } concat::fragment { ""${title}-key-fragment"": target => $service_pem, source => $service_key, order => 10, require => certmonger_certificate[""${title}-cert""], } }",0,1,"concat { $service_pem : ensure => present, mode => '0640', owner => 'haproxy', group => 'haproxy', } concat::fragment {, concat::fragment {, define tripleo::certmonger::haproxy ( $service_pem, $service_certificate, $service_key, $hostname, $postsave_cmd, $principal = undef, ){ certmonger_certificate { \, require => certmonger_certificate[, }, } \\, }, } \\\\, }, } concat::fragment {",CWE-22,"{'reason': 'The script defines a define block called tripleo::certmonger::haproxy, with a single attribute (postsave_cmd). This define has a concat object that defines a file $service_pem with contents from the concatenated service certificate and key. The problem is that this is not the only place where this file is used in the script. It is also used in a concat fragment that is used in the script itself. If one of the concat objects that use the $service_pem variable is removed, it would fail to render the file because there would be no fragment to call upon.\\n\\nIn a typical scenario where the script is used to deploy an application, there would be no need to use the $service_pem variable in', 'related_cwe': 'CWE-22', 'is_misconfiguration_related': 'Yes'}"
561,"class glance::db::sync( $extra_params = '--config-file /etc/glance/glance-registry.conf', ) { include ::glance::deps include ::glance::params exec { 'glance-manage db_sync': command => ""glance-manage ${extra_params} db_sync"", path => '/usr/bin', user => 'glance', refreshonly => true, logoutput => on_failure, subscribe => [ anchor['glance::install::end'], anchor['glance::config::end'], anchor['glance::dbsync::begin'] ], notify => anchor['glance::dbsync::end'], } }",0,1,"anchor['glance::dbsync::begin'], anchor['glance::dbsync::end'], glance-manage ${extra_params} db_sync, notify => anchor['glance::dbsync::end'], path => '/usr/bin',, refreshonly => true,, subscribe => [ anchor['glance::config::end'], subscribe => [ anchor['glance::dbsync::begin'], subscribe => [ anchor['glance::dbsync::end'], subscribe => [ anchor['glance::install::end']","CWE-20, CWE-200","{'reason': ""The script is a custom one-off example for the Glance module. It's a simple call to the glance-manage database sync command. The command will not have any issues running, but may cause a small performance degradation when running in an infrastructure as code scenario. There is no direct relationship to any of the CWEs provided. This issue would fall under the broad category of 'unwanted behavior' due to the performance implications. There could be potential for a high severity impact to the service as the sync command would need to be rerun. This would cause an outage. There is not a specific high severity security issue directly tied to this defect. This would instead be classified as a defect."", 'related_cwe': 'None', 'is_misconfiguration_related': 'No'}"
562,"class slave_secrets($ensure=present, $slave_type) { include dirs::etc if ($slave_trustlevel == '') { fail(""no slave_trustlevel is set for this host; add that to your node definition"") } if ($existing_slave_trustlevel != '' and $existing_slave_trustlevel != $slave_trustlevel) { fail(""this host used to have trust level ${existing_slave_trustlevel}, and cannot be changed to ${slave_trustlevel} without a reimage"") } $trustlevel_file = $::operatingsystem ? { windows => 'c:/etc/slave-trustlevel', default => '/etc/slave-trustlevel', } file { $trustlevel_file: content => $slave_trustlevel, replace => false, mode => filemode(0500), require => class[dirs::etc], } case $ensure { present: { class { 'slave_secrets::ssh_keys': slave_type => $slave_type; } } absent: { } } class { 'slave_secrets::relengapi_token': ensure => $ensure; } if ($slave_type == 'build') { class { 'slave_secrets::google_api_key': ensure => $ensure; 'slave_secrets::google_oauth_api_key': ensure => $ensure; 'slave_secrets::ceph_config': ensure => $ensure; 'slave_secrets::mozilla_geoloc_api_keys': ensure => $ensure; 'slave_secrets::crash_stats_api_token': ensure => $ensure; 'slave_secrets::adjust_sdk_token': ensure => $ensure; } } else { class { 'slave_secrets::google_api_key': ensure => absent; 'slave_secrets::google_oauth_api_key': ensure => absent; 'slave_secrets::ceph_config': ensure => absent; 'slave_secrets::mozilla_geoloc_api_keys': ensure => absent; 'slave_secrets::crash_stats_api_token': ensure => absent; 'slave_secrets::adjust_sdk_token': ensure => absent; } } }",1,1,"case $ensure { present: { class {'slave_secrets::ssh_keys': slave_type => $slave_type; } }, class {'slave_secrets::google_api_key': ensure => $ensure;'slave_secrets::google_oauth_api_key': ensure => $ensure;'slave_secrets::ceph_config': ensure => $ensure;'slave_secrets::mozilla_geoloc_api_keys': ensure => $ensure;'slave_secrets::crash_stats_api_token': ensure => $ensure;'slave_secrets::adjust_sdk_token': ensure => $ensure; }, class {'slave_secrets::google_api_key': ensure => absent;'slave_secrets::google_oauth_api_key': ensure => absent;'slave_secrets::ceph_config': ensure => absent;'slave_secrets::mozilla_geoloc_api_keys': ensure => absent;'slave_secrets::crash_stats_api_token': ensure => absent;'slave_secrets::adjust_sdk_token': ensure => absent; }, file { $trustlevel_file: content => $slave_trustlevel, replace => false, mode => filemode(0500), require => class[dirs::etc], }, if ($existing_slave_trustlevel!= '' and $existing_slave_trustlevel!= $slave_trustlevel), if ($slave_trustlevel == ''), if ($slave_type == 'build'){, if ($slave_type!= 'build'){, include dirs::etc",CWE-532,"{'reason': 'This is an example result. Please ignore and replace with your actual result.', 'related_cwe': 'CWE-123', 'is_misconfiguration_related': 'Yes'}"
563,"class murano::config ( $murano_config = {}, $murano_cfapi_config = {}, $murano_paste_config = {}, $murano_cfapi_paste_config = {} ) { validate_hash($murano_config) validate_hash($murano_cfapi_config) validate_hash($murano_paste_config) validate_hash($murano_cfapi_paste_config) create_resources('murano_config', $murano_config) create_resources('murano_cfapi_config', $murano_cfapi_config) create_resources('murano_paste_ini_config', $murano_paste_config) create_resources('murano_cfapi_paste_ini_config', $murano_cfapi_paste_config) }",0,1,"create_resources('murano_cfapi_config', $murano_cfapi_config), create_resources('murano_cfapi_paste_ini_config', $murano_cfapi_paste_config), create_resources('murano_config', $murano_config), create_resources('murano_paste_ini_config', $murano_paste_config), murano::config ( $murano_config = {}, $murano_cfapi_config = {}, $murano_paste_config = {}, $murano_cfapi_paste_config = {} ) {, validate_hash($murano_cfapi_config), validate_hash($murano_cfapi_paste_config), validate_hash($murano_config), validate_hash($murano_paste_config)","CWE-601, CWE-602, CWE-603","{'reason': 'Provide the detailed reasoning explaining why the misconfiguration is related to the CWE', 'related_cwe': 'CWE-601, CWE-602, CWE-603', 'is_misconfiguration_related': 'Yes'}"
564,"define oslo::concurrency( $disable_process_locking = $::os_service_default, $lock_path = $::os_service_default, ) { $concurrency_options = { 'oslo_concurrency/disable_process_locking' => { value => $disable_process_locking }, 'oslo_concurrency/lock_path' => { value => $lock_path } } create_resources($name, $concurrency_options) }",1,1,"create_resources($name, $concurrency_options), define oslo::concurrency( $disable_process_locking = $::os_service_default, $lock_path = $::os_service_default, ) { $concurrency_options = { 'oslo_concurrency/disable_process_locking' => { value => $disable_process_locking }, 'oslo_concurrency/lock_path' => { value => $lock_path } } create_resources($name, $concurrency_options) }",CWE-295,"{'reason': ""This script's misconfiguration is not related to the CWE provided"", 'related_cwe': 'None', 'is_misconfiguration_related': 'No'}"
565,"class glance::api::logging( $use_syslog = $::os_service_default, $use_stderr = $::os_service_default, $log_facility = $::os_service_default, $log_dir = '/var/log/glance', $log_file = '/var/log/glance/api.log', $debug = $::os_service_default, $logging_context_format_string = $::os_service_default, $logging_default_format_string = $::os_service_default, $logging_debug_format_suffix = $::os_service_default, $logging_exception_prefix = $::os_service_default, $log_config_append = $::os_service_default, $default_log_levels = $::os_service_default, $publish_errors = $::os_service_default, $fatal_deprecations = $::os_service_default, $instance_format = $::os_service_default, $instance_uuid_format = $::os_service_default, $log_date_format = $::os_service_default, $verbose = undef, ) { include ::glance::deps $use_syslog_real = pick($::glance::api::use_syslog,$use_syslog) $use_stderr_real = pick($::glance::api::use_stderr,$use_stderr) $log_facility_real = pick($::glance::api::log_facility,$log_facility) $log_dir_real = pick($::glance::api::log_dir,$log_dir) $log_file_real = pick($::glance::api::log_file,$log_file) $debug_real = pick($::glance::api::debug,$debug) if $verbose { warning('verbose is deprecated, has no effect and will be removed after newton cycle.') } oslo::log { 'glance_api_config': debug => $debug_real, use_stderr => $use_stderr_real, use_syslog => $use_syslog_real, log_dir => $log_dir_real, log_file => $log_file_real, syslog_log_facility => $log_facility_real, logging_context_format_string => $logging_context_format_string, logging_default_format_string => $logging_default_format_string, logging_debug_format_suffix => $logging_debug_format_suffix, logging_exception_prefix => $logging_exception_prefix, log_config_append => $log_config_append, default_log_levels => $default_log_levels, publish_errors => $publish_errors, fatal_deprecations => $fatal_deprecations, instance_format => $instance_format, instance_uuid_format => $instance_uuid_format, log_date_format => $log_date_format, } }",0,1,"debug_real = pick($::glance::api::debug,$debug), include ::glance::deps, log_facility_real = pick($::glance::api::log_facility,$log_facility), log_file_real = pick($::glance::api::log_file,$log_file), oslo::log { 'glance_api_config': debug => $debug_real, use_stderr => $use_stderr_real, use_syslog => $use_syslog_real, log_dir => $log_dir_real, log_file => $log_file_real, syslog_log_facility => $log_facility_real, logging_context_format_string => $logging_context_format_string, logging_default_format_string => $logging_default_format_string, logging_debug_format_suffix => $logging_debug_format_suffix, logging_exception_prefix => $logging_exception_prefix, log_config_append => $log_config_append, default_log_levels => $default_log_levels, publish_errors => $publish_errors, fatal_deprecations => $fatal_deprecations, instance_format => $instance_format, instance_uuid_format => $instance_uuid_format, log_date_format => $log_date_format, }, use_syslog_real = pick($::glance::api::use_syslog,$use_syslog), verbose = undef, ), warning('verbose is deprecated, has no effect and will be removed after newton cycle.')",CWE-20,"{'reason': 'Debug is a configuration that should be reviewed. This variable should be kept at its default unless there is a very specific reason for changing it. For example, if the server is experiencing too many requests to be processed, debug will result in many logs being generated and the server may be more vulnerable. \\n\\n\\nThe following variables also have a default value and do not need to be changed unless required for a particular reason. The server could experience issues if these are modified by an administrator.\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n', 'related_cwe': 'CWE-20', 'is_misconfiguration_related': 'Yes'}"
566,"class osnailyfacter::mysql_access ( $ensure = 'present', $db_user = 'root', $db_password = '', $db_host = 'localhost', ) { $default_file_path = ""${::root_home}/.my.cnf"" $host_file_path = ""${::root_home}/.my.${db_host}.cnf"" file { ""${db_host}-mysql-access"": ensure => $ensure, path => $host_file_path, owner => 'root', group => 'root', mode => '0640', content => template('osnailyfacter/mysql.access.cnf.erb') } if $ensure == 'present' { file <| title == $default_file_path |> { ensure => 'symlink', content => undef, path => $default_file_path, target => $host_file_path, } file[""${db_host}-mysql-access""] -> file <| path == $default_file_path |> } }",1,1,"file <| path == $default_file_path |> { target => $host_file_path, } file[, file <| path == $default_file_path |> { target => $host_file_path, }} file[, file <| title == $default_file_path |> { ensure =>'symlink', content => undef, path => $default_file_path, target => $host_file_path, } file[, if $ensure == 'present' { file <| title == $default_file_path |> { ensure =>'symlink', content => undef, path => $default_file_path, target => $host_file_path, } file[",CWE-754,"{'reason': 'A file parameter in the class declaration, \\$default_file_path, was not sanitized to avoid an escape attack. The target of the symlink file will match the contents of the file. This may not be desirable when the target of the file is user input.', 'related_cwe': 'CWE-755', 'is_misconfiguration_related': 'Yes'}"
567,"define role::oauth::consumer ( $consumer_key, $secret_key, $callback_url, $is_prefix = true, $description = $title, $wiki = '*', $grants = ['authonly'], $restrictions = {'ipaddresses' => ['0.0.0.0/0','::/0']}, $user = 'admin', $owner_only = false, $access_token = undef, $access_secret = undef, ) { include ::role::oauth $grants_json = ordered_json($grants) $restrictions_json = ordered_json($restrictions) mysql::sql { ""register oauth ${title}"": sql => template('role/oauth/register.sql.erb'), unless => template('role/oauth/check.sql.erb'), require => [ mediawiki::extension['oauth'], exec['update_all_databases'], ] } if $owner_only { mysql::sql { ""authorize oauth ${title}"": sql => template('role/oauth/authorize.sql.erb'), unless => template('role/oauth/check-auth.sql.erb'), require => mysql::sql[""register oauth ${title}""], } } }",1,1,"if $owner_only { mysql::sql { \, if $owner_only { mysql::sql { \\, include ::role::oauth \\, require => [ mediawiki::extension['oauth'], exec['update_all_databases'], ] \\, require => [ mediawiki::extension['oauth'], exec['update_all_databases'], ] \\\\, require => [ mediawiki::extension['oauth'], exec['update_all_databases'], ] \\\\\\\\, sql => template('role/oauth/check.sql.erb'), unless => template('role/oauth/check-auth.sql.erb'), require => mysql::sql[\, sql => template('role/oauth/register.sql.erb'), unless => template('role/oauth/check.sql.erb'), require => [ mediawiki::extension['oauth'], exec['update_all_databases'], ] \\\\",CWE-522,"{'reason': 'The provided CWE is a weak point for the script in that it does not allow for proper verification of the credentials.\\n\\nIn order to improve this, we need to introduce a new type of parameter which is called an argument. An argument is a piece of data which can be passed into a function. This data is typically used to specify what should be done within the function. We call this type of parameter an argument because it is passed into the function and tells it what to do.\\n\\nBy introducing this new type of parameter, we are able to verify that the credentials are correct. However, we also need to ensure that the correct type of argument is used when calling the function. For example, when calling a function that requires a user', 'related_cwe': 'CWE-522', 'is_misconfiguration_related': 'Yes'}"
568,"class rally::settings ( $project_domain = $::os_service_default, $resource_deletion_timeout = $::os_service_default, $resource_management_workers = $::os_service_default, $user_domain = $::os_service_default, $openstack_client_http_timeout = undef, ) { include ::rally::settings::cinder include ::rally::settings::ec2 include ::rally::settings::glance include ::rally::settings::heat include ::rally::settings::ironic include ::rally::settings::manila include ::rally::settings::murano include ::rally::settings::nova include ::rally::settings::sahara include ::rally::settings::swift include ::rally::settings::tempest rally_config { 'cleanup/resource_deletion_timeout': value => $resource_deletion_timeout; 'users_context/project_domain': value => $project_domain; 'users_context/resource_management_workers': value => $resource_management_workers; 'users_context/user_domain': value => $user_domain; } }",1,1,"include ::rally::settings::cinder, include ::rally::settings::glance, include ::rally::settings::heat, include ::rally::settings::ironic, include ::rally::settings::manila, include ::rally::settings::murano, include ::rally::settings::nova, include ::rally::settings::sahara, include ::rally::settings::swift, include ::rally::settings::tempest",CWE-117,"{'reason': 'Rally uses the Keystone endpoint to authenticate, authorize and make RPC calls to various OpenStack services. By allowing anyone to authenticate using Rally, one may gain access to the other Rally services.\\n\\nhttps://docs.openstack.org/rally/latest/user-auth.html\\n\\nAs such, this misconfiguration is related to CWE-117, Improper Authentication.\\n\\nReference: https://cwe.mitre.org/data/definitions/117.html\\n\\n', 'related_cwe': 'CWE-117', 'is_misconfiguration_related': 'Yes'}"
569,"class keystone::federation::mellon ( $methods, $idp_name, $protocol_name, $admin_port = false, $main_port = true, $module_plugin = 'keystone.auth.plugins.mapped.mapped', $template_order = 331, $package_ensure = present, ) { include ::apache include ::keystone::deps include ::keystone::params if $template_order <= 330 or $template_order >= 999 { fail('the template order should be greater than 330 and less than 999.') } if ('external' in $methods ) { fail('the external method should be dropped to avoid any interference with some apache + mellon sp setups, where a remote_user env variable is always set, even as an empty value.') } if !('saml2' in $methods ) { fail('methods should contain saml2 as one of the auth methods.') }else{ if ($module_plugin != 'keystone.auth.plugins.mapped.mapped') { fail('the plugin for saml and mellon should be keystone.auth.plugins.mapped.mapped') } } validate_bool($admin_port) validate_bool($main_port) if( !$admin_port and !$main_port){ fail('no virtualhost port to configure, please choose at least one.') } keystone_config { 'auth/methods': value => join(any2array($methods),','); 'auth/saml2': value => $module_plugin; } ensure_packages([$::keystone::params::mellon_package_name], { ensure => $package_ensure, tag => 'keystone-support-package', }) if $admin_port { concat::fragment { 'configure_mellon_on_port_35357': target => ""${keystone::wsgi::apache::priority}-keystone_wsgi_admin.conf"", content => template('keystone/mellon.conf.erb'), order => $template_order, } } if $main_port { concat::fragment { 'configure_mellon_on_port_5000': target => ""${keystone::wsgi::apache::priority}-keystone_wsgi_main.conf"", content => template('keystone/mellon.conf.erb'), order => $template_order, } } }",1,1,"concat::fragment { 'configure_mellon_on_port_35357':, content => template('keystone/mellon.conf.erb'),, if $admin_port, if $main_port, if 'external' in $methods, if!('saml2' in $methods ), if(!$admin_port and!$main_port), order => $template_order, validate_bool($admin_port)",CWE-255,"{'reason': ""The failure due to using the external method might result in the user's identity to be authenticated using a remote_user variable. If the administrator wants to use the SAML method in the configuration of the Keystone Identity Management System, the user should remove the external method and add the SAML method. The provided CWE explains that the failure might result in the user's identity to be authenticated using a remote_user variable. This can result in the administrator's ability to set the identity of the user, which is not allowed. Therefore, the failure due to using the external method is related to the provided CWE.\\n"", 'related_cwe': 'CWE-255', 'is_misconfiguration_related': 'Yes'}"
570,"class gnocchi::storage::ceph( $ceph_username, $ceph_keyring = $::os_service_default, $ceph_secret = $::os_service_default, $ceph_pool = 'gnocchi', $ceph_conffile = '/etc/ceph/ceph.conf', $manage_cradox = true, ) inherits gnocchi::params { if (is_service_default($ceph_keyring) and is_service_default($ceph_secret)) or (! $ceph_keyring and ! $ceph_secret) { fail('you need to specify either gnocchi::storage::ceph::ceph_keyring or gnocchi::storage::ceph::ceph_secret.') } gnocchi_config { 'storage/driver': value => 'ceph'; 'storage/ceph_username': value => $ceph_username; 'storage/ceph_keyring': value => $ceph_keyring; 'storage/ceph_secret': value => $ceph_secret; 'storage/ceph_pool': value => $ceph_pool; 'storage/ceph_conffile': value => $ceph_conffile; } if $manage_cradox { if $::gnocchi::params::common_package_name { ensure_packages('python-cradox', { 'ensure' => 'present', 'name' => $::gnocchi::params::cradox_package_name, 'tag' => ['openstack','gnocchi-package'], }) } } }",0,1,gnocchi_config {'storage/driver': value => 'ceph';'storage/ceph_username': value => $ceph_username;'storage/ceph_keyring': value => $ceph_keyring;'storage/ceph_secret': value => $ceph_secret;'storage/ceph_pool': value => $ceph_pool;'storage/ceph_conffile': value => $ceph_conffile; },CWE-259,"{'reason': 'The misconfiguration is related to CWE-259.', 'related_cwe': 'CWE-259', 'is_misconfiguration_related': 'Yes'}"
571,"class lma_collector ( $tags = {}, ) { include lma_collector::params include lma_collector::service::log include lma_collector::service::metric validate_hash($tags) $plugins_dir = $lma_collector::params::plugins_dir $lua_modules_dir = $lma_collector::params::lua_modules_dir file { $lua_modules_dir: ensure => directory, source => 'puppet:///modules/lma_collector/plugins/common', recurse => remote, notify => [class['lma_collector::service::metric'], class['lma_collector::service::log']], } file { ""${lua_modules_dir}/extra_fields.lua"": ensure => present, content => template('lma_collector/extra_fields.lua.erb'), require => file[$lua_modules_dir], notify => [class['lma_collector::service::metric'], class['lma_collector::service::log']], } file { $plugins_dir: ensure => directory, } file { ""${plugins_dir}/decoders"": ensure => directory, source => 'puppet:///modules/lma_collector/plugins/decoders', recurse => remote, notify => [class['lma_collector::service::metric'], class['lma_collector::service::log']], require => file[$plugins_dir] } file { ""${plugins_dir}/filters"": ensure => directory, source => 'puppet:///modules/lma_collector/plugins/filters', recurse => remote, notify => [class['lma_collector::service::metric'], class['lma_collector::service::log']], require => file[$plugins_dir] } file { ""${plugins_dir}/encoders"": ensure => directory, source => 'puppet:///modules/lma_collector/plugins/encoders', recurse => remote, notify => [class['lma_collector::service::metric'], class['lma_collector::service::log']], require => file[$plugins_dir] } file { ""${plugins_dir}/outputs"": ensure => directory, source => 'puppet:///modules/lma_collector/plugins/outputs', recurse => remote, notify => [class['lma_collector::service::metric'], class['lma_collector::service::log']], require => file[$plugins_dir] } if size($lma_collector::params::additional_packages) > 0 { package { $lma_collector::params::additional_packages: ensure => present, } } }",1,1,"class lma_collector ( $tags = {}, ) {, file { $lua_modules_dir: ensure => directory, source => 'puppet:///modules/lma_collector/plugins/common', recurse => remote, notify => [class['lma_collector::service::metric'], class['lma_collector::service::log']], }, file { $plugins_dir: ensure => directory, }, file { ${lua_modules_dir}/extra_fields.lua: ensure => present, content => template('lma_collector/extra_fields.lua.erb'), require => file[$lua_modules_dir], notify => [class['lma_collector::service::metric'], class['lma_collector::service::log']], }, file { ${plugins_dir}/decoders: ensure => directory, source => 'puppet:///modules/lma_collector/plugins/decoders', recurse => remote, notify => [class['lma_collector::service::metric'], class['lma_collector::service::log']], require => file[$plugins_dir] }, file { ${plugins_dir}/encoders: ensure => directory, source => 'puppet:///modules/lma_collector/plugins/encoders', recurse => remote, notify => [class['lma_collector::service::metric'], class['lma_collector::service::log']], require => file[$plugins_dir] }, file { ${plugins_dir}/filters: ensure => directory, source => 'puppet:///modules/lma_collector/plugins/filters', recurse => remote, notify => [class['lma_collector::service::metric'], class['lma_collector::service::log']], require => file[$plugins_dir] }, file { ${plugins_dir}/outputs: ensure => directory, source => 'puppet:///modules/lma_collector/plugins/outputs', recurse => remote, notify => [class['lma_collector::service::metric'], class['lma_collector::service::log']], require => file[$plugins_dir] }, if size($lma_collector::params::additional_packages) > 0 {, include lma_collector::params",CWE-1130,"{'reason': 'For the misconfiguration CWE-1130 is the most relevant one and it is related to the misconfiguration.', 'related_cwe': 'CWE-1130', 'is_misconfiguration_related': 'Yes'}"
572,"class cdh::hadoop::namenode { class['cdh::hadoop'] -> class['cdh::hadoop::namenode'] package { 'hadoop-hdfs-namenode': ensure => installed } file { ""${::cdh::hadoop::config_directory}/hosts.exclude"": ensure => 'present', require => package['hadoop-hdfs-namenode'], } file { $::cdh::hadoop::dfs_name_dir: ensure => 'directory', owner => 'hdfs', group => 'hdfs', mode => '0700', require => package['hadoop-hdfs-namenode'], } exec { 'hadoop-namenode-format': command => '/usr/bin/hdfs namenode -format', creates => ""${::cdh::hadoop::dfs_name_dir_main}/current/version"", user => 'hdfs', require => file[$::cdh::hadoop::dfs_name_dir], } service { 'hadoop-hdfs-namenode': ensure => 'running', enable => true, hasstatus => true, hasrestart => true, alias => 'namenode', require => [file[""${::cdh::hadoop::config_directory}/hosts.exclude""], exec['hadoop-namenode-format']], } }",0,1,"class cdh::hadoop::namenode { class['cdh::hadoop'] -> class['cdh::hadoop::namenode']\\\\n }, class['cdh::hadoop'] -> class['cdh::hadoop::namenode'], exec { 'hadoop-namenode-format':\\\\\\\\\\n command => '/usr/bin/hdfs namenode -format',\\\\\\\\\\n creates => ${::cdh::hadoop::dfs_name_dir_main}/current/version,\\\\\\\\\\n user => 'hdfs',\\\\\\\\\\n require => file[${::cdh::hadoop::dfs_name_dir}],\\\\\\\\\\n }, exec { 'hadoop-namenode-format':\\\\n command => '/usr/bin/hdfs namenode -format',\\\\n creates => ${::cdh::hadoop::dfs_name_dir_main}/current/version,\\\\n user => 'hdfs',\\\\n require => file[${::cdh::hadoop::dfs_name_dir}],\\\\n }, file { $::cdh::hadoop::dfs_name_dir:\\n ensure => 'directory',\\\\n owner => 'hdfs',\\\\n group => 'hdfs',\\\\n mode => '0700',\\\\n require => package['hadoop-hdfs-namenode'],\\\\n }, file { $::cdh::hadoop::dfs_name_dir:\n ensure => 'directory',\n owner => 'hdfs',\n group => 'hdfs',\n mode => '0700',\n require => package['hadoop-hdfs-namenode'],\n }, file { ${::cdh::hadoop::config_directory}/hosts.exclude:\\\\n ensure => 'present',\\\\n require => package['hadoop-hdfs-namenode'],\\\\n }, file { ${::cdh::hadoop::config_directory}/hosts.exclude:\\n ensure => 'present',\\n require => package['hadoop-hdfs-namenode'],\\n }, package { 'hadoop-hdfs-namenode':\\\\n ensure => installed\\\\n }, service { 'hadoop-hdfs-namenode':\\n ensure => 'running',\\n enable => true,\\n hasstatus => true,\\n hasrestart => true,\\n alias => 'namenode',\\n require => [file[\",CWE-306: Missing Authentication for Critical Function,"{'reason': 'No authentication method is being used by the puppet script, exposing the namenode to a threat of misconfigured or unauthenticated users.', 'related_cwe': 'CWE-306: Missing Authentication for Critical Function', 'is_misconfiguration_related': 'Yes'}"
573,"node ""mm-ub-1204-32-temp.qa.scl3.mozilla.com"" { include toplevel::slave::qa::mozmill_ci } node ""qa-deploystudio1.qa.scl3.mozilla.com"" { include toplevel::slave::qa::mozmill_ci } node ""db1.qa.scl3.mozilla.com"" { include toplevel::server } node ""puppetmaster1.qa.scl3.mozilla.com"" { include toplevel::server::puppetmaster } node ""mm-ci-staging.qa.scl3.mozilla.com"" { $aspects = [ ""staging"" ] include toplevel::server::mozmill_ci } node /^mm-osx-\d+\.qa\.scl3\.mozilla\.com$/ { $aspects = [ ""staging"" ] include toplevel::slave::qa::mozmill_ci } node /^mm-ub-\d+-\d+\.qa\.scl3\.mozilla\.com$/ { $aspects = [ ""staging"" ] include toplevel::slave::qa::mozmill_ci } node /^mm-win-\w+-\d+\.qa\.scl3\.mozilla\.com$/ { $aspects = [ ""staging"" ] include toplevel::slave::qa::mozmill_ci } node ""mm-ci-master.qa.scl3.mozilla.com"" { include toplevel::server::mozmill_ci } node /^mm-osx-\d+-\d\.qa\.scl3\.mozilla\.com$/ { include toplevel::slave::qa::mozmill_ci } node /^mm-ub-\d+-\d+-\d+\.qa\.scl3\.mozilla\.com$/ { include toplevel::slave::qa::mozmill_ci } node /^mm-win-\w+-\d+-\d+\.qa\.scl3\.mozilla\.com$/ { include toplevel::slave::qa::mozmill_ci } node ""tps-ci-production.qa.scl3.mozilla.com"" { include toplevel::server::tps_ci } node /^tps-osx-\d+-\d\.qa\.scl3\.mozilla\.com$/ { include toplevel::slave::qa::tps_ci } node /^tps-ub-\d+-\d+-\d+\.qa\.scl3\.mozilla\.com$/ { include toplevel::slave::qa::tps_ci } node /^tps-win-\w+-\d+-\d+\.qa\.scl3\.mozilla\.com$/ { include toplevel::slave::qa::tps_ci }",1,1,"node \, node \\, node \\\\, node \\\\\\\\, node \\\\\\\\\, node \\\\\\\\\\, node \\d+\\.qa\\.scl3\\.mozilla\\.com\\",CWE-252,"{'reason': 'The script matches nodes based on the hostnames. The misconfiguration allows for hostnames of arbitrary length. When creating or modifying nodes, the hostnames should be validated. If a hostname is allowed to have arbitrary length, the misconfiguration is related to CWE-252: Unprotected API, which allows for hostsnames that are much longer than what was intended.', 'related_cwe': 'CWE-252', 'is_misconfiguration_related': 'Yes'}"
574,class { '::openstack_tasks::ironic::db' :} class mysql::config {} include mysql::config class mysql::server {} include mysql::server warning('osnailyfacter/modular/./ironic/db.pp is deprecated in mitaka and will be removed in newton. please use openstack_tasks/examples/./ironic/db.pp'),0,1,"class mysql::config {} include mysql::config, class mysql::server {} include mysql::server, include mysql::config, include mysql::server, warning('osnailyfacter/modular/./ironic/db.pp is deprecated in mitaka and will be removed in newton. please use openstack_tasks/examples/./ironic/db.pp')",CWE-345,"{'reason': 'CWE-345 describes insecure use of uninitialized variables. In the Puppet script, the warning() function is called by the mysql::config class (Line 5) which contains an uninitialized variable. The warning() function also uses uninitialized variables in Line 6, 7 and 8. As such, the misconfiguration is related to CWE-345.', 'related_cwe': 'CWE-345', 'is_misconfiguration_related': 'Yes'}"
575,"class nova::compute::xenserver( $xenapi_connection_url, $xenapi_connection_username, $xenapi_connection_password, $compute_driver = 'xenapi.xenapidriver', $xenapi_inject_image = undef, ) { include ::nova::deps if $xenapi_inject_image != undef { warning('the xenapi_inject_image parameter is deprecated and has no effect.') } nova_config { 'default/compute_driver': value => $compute_driver; 'default/xenapi_connection_url': value => $xenapi_connection_url; 'default/xenapi_connection_username': value => $xenapi_connection_username; 'default/xenapi_connection_password': value => $xenapi_connection_password; } ensure_packages(['python-pip']) package { 'xenapi': ensure => present, provider => pip, tag => ['openstack', 'nova-support-package'], } package['python-pip'] -> package['xenapi'] }",1,1,"nova_config { 'default/compute_driver': value => $compute_driver;, nova_config { 'default/xenapi_connection_password': value => $xenapi_connection_password;, nova_config { 'default/xenapi_connection_url': value => $xenapi_connection_url;, nova_config { 'default/xenapi_connection_username': value => $xenapi_connection_username;",CWE-522,"{'reason': 'Provide the detailed reasoning explaining why the misconfiguration is related to the CWE', 'related_cwe': 'CWE number(s) related to the issue', 'is_misconfiguration_related': 'Yes'}"
