File.ID,Script.Content,Defect.Label,,misconfigured_snippet,related_cwe,misconfiguration_label,verification
192,"class osnailyfacter::database::database_backend_wait { $management_vip = hiera('management_vip') $database_vip = hiera('database_vip', $management_vip) $haproxy_stats_port = '10000' $haproxy_stats_url = ""http://${database_vip}:${haproxy_stats_port}/;csv"" $external_lb = hiera('external_lb', false) $lb_defaults = { 'provider' => 'haproxy', 'url' => $haproxy_stats_url } if $external_lb { $lb_backend_provider = 'http' $lb_url = ""http://${database_vip}:49000"" } $lb_hash = { mysql => { name => 'mysqld', provider => $lb_backend_provider, url => $lb_url } } ::osnailyfacter::wait_for_backend {'mysql': lb_hash => $lb_hash, lb_defaults => $lb_defaults } }",1,,"$haproxy_stats_url = ""http://${database_vip}:${haproxy_stats_port}/;csv""",CWE-311,1,1
193,"class mariadb::packages_wmf( $mariadb10 = true, ) { package { [ 'libaio1', 'percona-toolkit', 'percona-xtrabackup', 'libjemalloc1', 'pigz', ]: ensure => present, } if ($mariadb10 == true) { package { [ 'wmf-mariadb10', ]: ensure => present, } } else { package { [ 'wmf-mariadb', ]: ensure => present, } } }",1,,,,0,1
194,"class osnailyfacter::hiera::hiera { notice('modular: hiera/hiera.pp') $data_dir = '/etc/hiera' $override_dir = 'plugins' $override_dir_path = ""${data_dir}/${override_dir}"" $metadata_file = '/etc/astute.yaml' $data = [ 'override/node/%{::fqdn}%{disable_globals_yaml}', 'override/class/%{calling_class}%{disable_globals_yaml}', 'override/module/%{calling_module}%{disable_globals_yaml}', 'override/plugins%{disable_globals_yaml}', 'override/common%{disable_globals_yaml}', 'override/configuration/%{::fqdn}%{disable_globals_yaml}', 'override/configuration/role%{disable_globals_yaml}', 'override/configuration/cluster%{disable_globals_yaml}', 'override/configuration/default_route%{disable_globals_yaml}', 'class/%{calling_class}%{disable_globals_yaml}', 'module/%{calling_module}%{disable_globals_yaml}', 'deleted_nodes%{disable_globals_yaml}', 'nodes%{disable_globals_yaml}', 'old_admin_user%{disable_globals_yaml}', 'globals%{disable_globals_yaml}', 'astute', ] $astute_data_file = '/etc/astute.yaml' $hiera_main_config = '/etc/hiera.yaml' $hiera_puppet_config = '/etc/puppet/hiera.yaml' $hiera_data_file = ""${data_dir}/astute.yaml"" file { owner => 'root', group => 'root', } hiera_config { $hiera_main_config : ensure => 'present', data_dir => $data_dir, hierarchy_bottom => $data, plugins_dir => $override_dir, override_suffix => '%{disable_globals_yaml}', metadata_yaml_file => $metadata_file, merge_behavior => 'deeper', } file { ['/etc/puppetlabs', '/etc/puppetlabs/code'] : ensure => 'directory', mode => '0750', require => hiera_config[$hiera_main_config], } file { '/etc/puppetlabs/code/hiera.yaml' : ensure => 'link', target => '/etc/hiera.yaml', require => file['/etc/puppetlabs/code'], } file { 'hiera_data_dir' : ensure => 'directory', mode => '0750', path => $data_dir, } file { 'hiera_data_override_dir' : ensure => 'directory', mode => '0750', path => $override_dir_path, } file { 'hiera_config' : ensure => 'present', path => $hiera_main_config, mode => '0640', } file { 'hiera_data_astute' : ensure => 'symlink', path => $hiera_data_file, target => $astute_data_file, } file { 'hiera_puppet_config' : ensure => 'symlink', path => $hiera_puppet_config, target => $hiera_main_config, } }",1,,"file { 'hiera_config' : ensure => 'present', path => $hiera_main_config, mode => '0640', }",CWE-732,1,1
195,"class nova::network( $private_interface = undef, $fixed_range = '10.0.0.0/8', $public_interface = undef, $num_networks = 1, $network_size = 255, $floating_range = false, $enabled = true, $network_manager = 'nova.network.manager.flatdhcpmanager', $config_overrides = {}, $create_networks = true, $ensure_package = 'present', $install_service = true, $allowed_start = undef, $allowed_end = undef, $dns1 = undef, $dns2 = undef, $multi_host = false, $auto_assign_floating_ip = false, ) { include ::nova::deps include ::nova::params warning('nova-network is deprecated in newton and will be removed in the future.') exec { path => $::path } ensure_resource('sysctl::value', 'net.ipv4.ip_forward', { value => '1' }) if $floating_range { nova_config { 'default/floating_range': value => $floating_range; 'default/auto_assign_floating_ip': value => $auto_assign_floating_ip; } } nova_config { 'default/multi_host': value => $multi_host; } if has_key($config_overrides, 'vlan_start') { $vlan_start = $config_overrides['vlan_start'] } else { $vlan_start = undef } if $install_service { nova::generic_service { 'network': enabled => $enabled, package_name => $::nova::params::network_package_name, service_name => $::nova::params::network_service_name, ensure_package => $ensure_package, before => exec['networking-refresh'] } service<| title == 'nova-network' |> -> nova_network<| |> if $create_networks { if $enabled { nova::manage::network { 'nova-vm-net': network => $fixed_range, num_networks => $num_networks, network_size => $network_size, vlan_start => $vlan_start, allowed_start => $allowed_start, allowed_end => $allowed_end, dns1 => $dns1, dns2 => $dns2, } if $floating_range { nova::manage::floating { 'nova-vm-floating': network => $floating_range, } } } else { warning('can not create networks, when nova-network service is disabled.') } } } case $network_manager { 'nova.network.manager.flatdhcpmanager': { $parameters = { fixed_range => $fixed_range, public_interface => $public_interface, flat_interface => $private_interface } $resource_parameters = merge($config_overrides, $parameters) $flatdhcp_resource = {'nova::network::flatdhcp' => $resource_parameters } create_resources('class', $flatdhcp_resource) } 'nova.network.manager.flatmanager': { $parameters = { fixed_range => $fixed_range, public_interface => $public_interface, flat_interface => $private_interface } $resource_parameters = merge($config_overrides, $parameters) $flat_resource = {'nova::network::flat' => $resource_parameters } create_resources('class', $flat_resource) } 'nova.network.manager.vlanmanager': { $parameters = { fixed_range => $fixed_range, public_interface => $public_interface, vlan_interface => $private_interface } $resource_parameters = merge($config_overrides, $parameters) $vlan_resource = { 'nova::network::vlan' => $resource_parameters } create_resources('class', $vlan_resource) } default: { fail(""unsupported network manager: ${nova::network_manager} the supported network managers are nova.network.manager.flatmanager, nova.network.flatdhcpmanager and nova.network.manager.vlanmanager"") } } }",1,,"ensure_resource('sysctl::value', 'net.ipv4.ip_forward', { value => '1' })",CWE-16,1,1
196,"class lma_collector::logs::counter ( $hostname, $interval = 60, $grace_interval = 30, ) { include lma_collector::params include lma_collector::service::log $lua_modules_dir = $lma_collector::params::lua_modules_dir heka::filter::sandbox { 'logs_counter': config_dir => $lma_collector::params::log_config_dir, filename => ""${lma_collector::params::plugins_dir}/filters/logs_counter.lua"", message_matcher => 'type == \'log\' && logger =~ /^openstack\\./', ticker_interval => 1, preserve_data => true, config => { interval => $interval, hostname => $hostname, grace_interval => $grace_interval, }, module_directory => $lua_modules_dir, notify => class['lma_collector::service::log'], } }",0,,,,0,1
197,"class runner::tasks::config_hgrc($runlevel=0) { include runner include runner::settings if $operatingsystem == ""darwin"" { include users::builder sudoers::custom { 'config_hgrc-from-runner': user => $users::builder::username, runas => 'root', command => ""${runner::settings::taskdir}/${runlevel}-config_hgrc""; } } runner::task { ""${runlevel}-config_hgrc"": content => template(""${module_name}/tasks/config_hgrc.erb""); } }",0,,"sudoers::custom { 'config_hgrc-from-runner': user => $users::builder::username, runas => 'root', command => ""${runner::settings::taskdir}/${runlevel}-config_hgrc""; }",CWE-250,1,1
198,"class role::raita( $dir, $vhost_name, ) { include ::elasticsearch include ::apache::mod::headers include ::apache::mod::proxy include ::apache::mod::proxy_http require_package('nodejs') $index_url = 'http://127.0.0.1:9200/raita' $index = template('role/raita/index.json.erb') git::clone { 'integration/raita': directory => $dir, require => package['nodejs'], } exec { 'raita elasticsearch index': command => ""/usr/bin/curl -x put '${index_url}/' -d '${index}'"", unless => ""/usr/bin/curl -sf '${index_url}/_settings' 2> /dev/null"", require => [ class['elasticsearch'], git::clone['integration/raita'], ], } exec { 'raita elasticsearch mappings': command => ""/usr/bin/nodejs scripts/mappings.js import '${index_url}'"", unless => ""/usr/bin/nodejs scripts/mappings.js check '${index_url}'"", cwd => $dir, require => exec['raita elasticsearch index'], } file { '/tmp/raita-data.json': source => 'puppet:///modules/role/raita/data.json', } exec { 'raita import elasticsearch data': command => ""/usr/bin/curl -x post '${index_url}/_bulk' --data-binary @/tmp/raita-data.json"", onlyif => ""/usr/bin/curl -sf '${index_url}/_count' | /bin/grep -q '\""count\"":0'"", require => exec['raita elasticsearch mappings'], subscribe => file['/tmp/raita-data.json'], } apache::site { $vhost_name: content => template('role/raita/apache.conf.erb'), } }",0,,"command => ""/usr/bin/curl -x put '${index_url}/' -d '${index}'"" | command => ""/usr/bin/curl -x post '${index_url}/_bulk' --data-binary @/tmp/raita-data.json""","CWE-311, CWE-311",1,1
199,"class ironic::policy ( $policies = {}, $policy_path = '/etc/ironic/policy.json', ) { validate_hash($policies) openstacklib::policy::base { file_path => $policy_path, } create_resources('openstacklib::policy::base', $policies) oslo::policy { 'ironic_config': policy_file => $policy_path } }",0,,,,0,1
200,"class trove::conductor( $enabled = true, $manage_service = true, $ensure_package = 'present', $debug = $::os_service_default, $log_file = '/var/log/trove/trove-conductor.log', $log_dir = '/var/log/trove', $use_syslog = $::os_service_default, $log_facility = $::os_service_default, $auth_url = 'http://localhost:5000/v2.0', $conductor_manager = 'trove.conductor.manager.manager', $workers = $::processorcount, $enable_profiler = $::os_service_default, $trace_sqlalchemy = $::os_service_default, $verbose = undef, ) inherits trove { include ::trove::deps include ::trove::params if $verbose { warning('verbose is deprecated, has no effect and will be removed after newton cycle.') } if $::trove::database_connection { if($::trove::database_connection =~ /mysql:\/\/\s+:\s+@\s+\/\s+/) { require '::mysql::bindings' require '::mysql::bindings::python' } elsif($::trove::database_connection =~ /postgresql:\/\/\s+:\s+@\s+\/\s+/) { } elsif($::trove::database_connection =~ /sqlite:\/\//) { } else { fail(""invalid db connection ${::trove::database_connection}"") } trove_conductor_config { 'database/connection': value => $::trove::database_connection; 'database/idle_timeout': value => $::trove::database_idle_timeoutl; } } trove_conductor_config { 'default/trove_auth_url': value => $auth_url; 'default/nova_proxy_admin_user': value => $::trove::nova_proxy_admin_user; 'default/nova_proxy_admin_tenant_name': value => $::trove::nova_proxy_admin_tenant_name; 'default/nova_proxy_admin_pass': value => $::trove::nova_proxy_admin_pass; 'default/trove_conductor_workers': value => $workers; } trove_conductor_config { 'profiler/enabled': value => $enable_profiler; 'profiler/trace_sqlalchemy': value => $trace_sqlalchemy; } oslo::messaging::default { 'trove_conductor_config': transport_url => $::trove::default_transport_url, control_exchange => $::trove::control_exchange, } oslo::messaging::notifications { 'trove_conductor_config': transport_url => $::trove::notification_transport_url, driver => $::trove::notification_driver, topics => $::trove::notification_topics } if $::trove::rpc_backend == 'trove.openstack.common.rpc.impl_kombu' or $::trove::rpc_backend == 'rabbit' { oslo::messaging::rabbit {'trove_conductor_config': rabbit_hosts => $::trove::rabbit_hosts, rabbit_host => $::trove::rabbit_host, rabbit_port => $::trove::rabbit_port, rabbit_ha_queues => $::trove::rabbit_ha_queues, rabbit_userid => $::trove::rabbit_userid, rabbit_password => $::trove::rabbit_password, rabbit_virtual_host => $::trove::rabbit_virtual_host, rabbit_use_ssl => $::trove::rabbit_use_ssl, kombu_reconnect_delay => $::trove::kombu_reconnect_delay, amqp_durable_queues => $::trove::amqp_durable_queues, kombu_ssl_ca_certs => $::trove::kombu_ssl_ca_certs, kombu_ssl_certfile => $::trove::kombu_ssl_certfile, kombu_ssl_keyfile => $::trove::kombu_ssl_keyfile, kombu_ssl_version => $::trove::kombu_ssl_version } } elsif $::trove::rpc_backend == 'amqp' { oslo::messaging::amqp { 'trove_conductor_config': server_request_prefix => $::trove::amqp_server_request_prefix, broadcast_prefix => $::trove::amqp_broadcast_prefix, group_request_prefix => $::trove::amqp_group_request_prefix, container_name => $::trove::amqp_container_name, idle_timeout => $::trove::amqp_idle_timeout, trace => $::trove::amqp_trace, ssl_ca_file => $::trove::amqp_ssl_ca_file, ssl_cert_file => $::trove::amqp_ssl_cert_file, ssl_key_file => $::trove::amqp_ssl_key_file, ssl_key_password => $::trove::amqp_ssl_key_password, allow_insecure_clients => $::trove::amqp_allow_insecure_clients, sasl_mechanisms => $::trove::amqp_sasl_mechanisms, sasl_config_dir => $::trove::amqp_sasl_config_dir, sasl_config_name => $::trove::amqp_sasl_config_name, username => $::trove::amqp_username, password => $::trove::amqp_password, } } else { trove_conductor_config { 'default/rpc_backend' : value => $::trove::rpc_backend } } oslo::log { 'trove_conductor_config': debug => $debug, log_file => $log_file, log_dir => $log_dir, use_syslog => $use_syslog, syslog_log_facility => $log_facility } trove::generic_service { 'conductor': enabled => $enabled, manage_service => $manage_service, package_name => $::trove::params::conductor_package_name, service_name => $::trove::params::conductor_service_name, ensure_package => $ensure_package, } }",1,,default/nova_proxy_admin_pass': value => $::trove::nova_proxy_admin_pass;,CWE-260,1,1
201,"class contrail::provision::compute { exec { provider => 'shell', path => '/bin:/sbin:/usr/bin:/usr/sbin', } package { 'contrail-utils': ensure => present, } -> file { '/etc/contrail/vnc_api_lib.ini': content => template('contrail/vnc_api_lib.ini.erb') } -> exec {'wait_for_api': command => ""bash -c 'if ! [[ $(curl -s -o /dev/null -w \""%{http_code}\"" http://${contrail::contrail_mgmt_vip}:8082) =~ ^(200|401)$ ]];\ then exit 1; fi'"", tries => 10, try_sleep => 10, } -> file { '/opt/contrail': ensure => 'directory', } if $contrail::compute_dpdk_enabled { exec { 'provision-vrouter': command => ""contrail-provision-vrouter \ --api_server_ip ${contrail::contrail_mgmt_vip} --api_server_port 8082 --openstack_ip ${contrail::keystone_address} \ --oper add --host_name ${::fqdn} --host_ip ${contrail::address} \ --admin_user '${contrail::neutron_user}' --admin_tenant_name '${contrail::service_tenant}' --admin_password '${contrail::service_token}' \ --dpdk_enabled \ && touch /opt/contrail/provision-vrouter-done"", creates => '/opt/contrail/provision-vrouter-done', require => file['/opt/contrail'], } } else { exec { 'provision-vrouter': command => ""contrail-provision-vrouter \ --api_server_ip ${contrail::contrail_mgmt_vip} --api_server_port 8082 --openstack_ip ${contrail::keystone_address} \ --oper add --host_name ${::fqdn} --host_ip ${contrail::address} \ --admin_user '${contrail::neutron_user}' --admin_tenant_name '${contrail::service_tenant}' --admin_password '${contrail::service_token}' \ && touch /opt/contrail/provision-vrouter-done"", creates => '/opt/contrail/provision-vrouter-done', require => file['/opt/contrail'], } } }",1,,"exec {'wait_for_api': command => ""bash -c 'if ! [[ $(curl -s -o /dev/null -w \\""%{http_code}\\"" http://${contrail::contrail_mgmt_vip}:8082) =~ ^(200|401)$ ]];\\ then exit 1; fi'"", tries => 10, try_sleep => 10, } | exec { 'provision-vrouter': command => ""contrail-provision-vrouter \\ --api_server_ip ${contrail::contrail_mgmt_vip} --api_server_port 8082 --openstack_ip ${contrail::keystone_address} \\ --oper add --host_name ${::fqdn} --host_ip ${contrail::address} \\ --admin_user '${contrail::neutron_user}' --admin_tenant_name '${contrail::service_tenant}' --admin_password '${contrail::service_token}' \\ --dpdk_enabled \\ && touch /opt/contrail/provision-vrouter-done"", creates => '/opt/contrail/provision-vrouter-done', require => file['/opt/contrail'], }","CWE-918, CWE-798",1,1
202,"class vitrage::db::mysql( $password, $dbname = 'vitrage', $user = 'vitrage', $host = '127.0.0.1', $charset = 'utf8', $collate = 'utf8_general_ci', $allowed_hosts = undef ) { validate_string($password) ::openstacklib::db::mysql { 'vitrage': user => $user, password_hash => mysql_password($password), dbname => $dbname, host => $host, charset => $charset, collate => $collate, allowed_hosts => $allowed_hosts, } ::openstacklib::db::mysql['vitrage'] ~> exec<| title == 'vitrage-manage db_sync' |> }",1,,,,0,1
203,"define nagios::service ( $path = $nagios::params::config_dir, $prefix = '', $onefile = true, $service_description = undef, $properties = {}, $defaults = {}, $ensure = present, $dummy_cmd_state = 3, $dummy_cmd_state_string = 'unknown', $dummy_cmd_text = '', ){ validate_hash($properties, $defaults) validate_string($properties['host_name']) validate_integer($dummy_cmd_state) $opts = {} if is_array($properties['contact_groups']) { $opts['contact_groups'] = join(sort($properties['contact_groups']), ',') } else { $opts['contact_groups'] = $properties['contact_groups'] } if is_array($properties['hostgroup_name']) { $opts['hostgroup_name'] = join(sort($properties['hostgroup_name']), ',') } else { $opts['hostgroup_name'] = $properties['hostgroup_name'] } if $onefile { $target = ""${path}/${prefix}services.cfg"" } else { $target = ""${path}/${prefix}service_${name}.cfg"" } $opts['target'] = $target $opts['notify'] = class['nagios::server_service'] $opts['ensure'] = $ensure if $properties['passive_checks_enabled'] { if $properties['max_check_attempts'] == undef { $opts['max_check_attempts'] = 1 } if $properties['check_freshness'] == undef { $opts['check_freshness'] = 1 } } else { if $properties['max_check_attempts'] == undef { $opts['max_check_attempts'] = 3 } if $properties['check_freshness'] == undef { $opts['check_freshness'] = 0 } if $properties['freshness_threshold'] == undef { $opts['freshness_threshold'] = 0 } } if $properties['service_description'] == undef { $opts['service_description'] = $title } if $properties['check_command'] == undef { $dummy_string = downcase($dummy_cmd_state_string) $_check_command = ""return-${dummy_string}-${title}"" $opts['check_command'] = $_check_command $final_properties = merge($properties, $opts) $timeout_freshness = $final_properties['freshness_threshold'] * $final_properties['max_check_attempts'] if $dummy_cmd_text { $dummy_text = $dummy_cmd_text } else { $dummy_text = ""no data received for at least ${timeout_freshness} seconds"" } nagios::command { $_check_command: prefix => ""${prefix}services_"", properties => { command_line => ""${nagios::params::nagios_plugin_dir}/check_dummy ${dummy_cmd_state} '${dummy_text}'"", } } } else { $final_properties = merge($properties, $opts) } create_resources(nagios_service, {""${title}"" => $final_properties}, $defaults) if ! defined(file[$target]){ file { $target: ensure => $ensure, mode => '0644', require => nagios_service[$title], notify => class['nagios::server_service'], } } }",1,,mode => '0644',CWE-732,1,1
204,class { '::osnailyfacter::cgroups::cgroups' :} class { '::osnailyfacter::upgrade::restart_services' :},0,,,,0,1
205,"keystone_user { 'user_one': ensure => present, domain => 'domain_one', } keystone_user { 'user_one::domain_one': ensure => present } keystone_user { 'user_one::domain_two': ensure => present, domain => 'domain_one' } keystone_user { 'meanlinglesstitle': ensure => present, user => 'user_one', domain => 'domain_one' } keystone_tenant { 'project_one': ensure => present, domain => 'domain_one' } keystone_project { 'project_one::domain_one': ensure => present } keystone_user_role { 'user_one::project_one': ensure => present, user_domain => 'domain_one', project_domain => 'domain_two', roles => ['admin'] } keystone_user_role { 'user_one::domain_one@project_one::domain_two': ensure => present, roles => ['admin'] } keystone_user_role { 'user_one::domain_one@project_one::domain_one': ensure => present, project_domain => 'domain_two', roles => ['admin'] } keystone_user_role { 'user_one': ensure => present, user_domain => 'domain_one', project => 'project_one', project_domain => 'domain_two', roles => ['admin'] } keystone_user_role { 'user_one@::domain': ensure => present, user_domain => 'domain_one', roles => ['admin'] } keystone_user_role { 'user_one::domain_one@::domain_one': ensure => present, roles => ['admin'] } keystone_user_role { 'meaningless_title': ensure => present, user => 'user_one', user_domain => 'domain_one', domain => 'domain_one', roles => ['admin'] } keystone_user_role { 'meaningless::meaningless': ensure => present, user => 'user_one', user_domain => 'domain_one', project => 'project_one', project_domain => 'domain_one', roles => ['admin'] } keystone_user_role { 'meaningless::@meaningless': ensure => present, user => 'user_one', user_domain => 'domain_one', domain => 'project_one', roles => ['admin'] } keystone_user_role { 'user_one@::domain_one': ensure => present, user_domain => 'domain_one', project => 'project_one', project_domain => 'domain_two', roles => ['admin'] } keystone_domain { 'domain_one': ensure => present } keystone_domain { 'domain_two': ensure => present }",1,,,,0,1
206,"class designate::agent ( $package_ensure = present, $agent_package_name = $::designate::params::agent_package_name, $enabled = true, $service_ensure = 'running', $backend_driver = 'bind9', ) inherits designate { designate_config { 'service:agent/backend_driver' : value => $backend_driver; } designate::generic_service { 'agent': enabled => $enabled, manage_service => $service_ensure, ensure_package => $package_ensure, package_name => $agent_package_name, service_name => $::designate::params::agent_service_name, } }",0,,,,0,1
207,"class magnum::db::sync( $user = 'magnum', $extra_params = '--config-file /etc/magnum/magnum.conf', ) { exec { 'magnum-db-sync': command => ""magnum-db-manage ${extra_params} upgrade head"", path => '/usr/bin', user => $user, refreshonly => true, logoutput => on_failure, } package<| tag == 'magnum-package' |> ~> exec['magnum-db-sync'] exec['magnum-db-sync'] ~> service<| tag == 'magnum-db-sync-service' |> magnum_config<| title == 'database/connection' |> ~> exec['magnum-db-sync'] magnum_config <| |> ~> exec['magnum-db-sync'] }",1,,"command => ""magnum-db-manage ${extra_params} upgrade head""",CWE-78,1,1
208,"class qdr::service inherits qdr { $enable_service = $::qdr::enable_service $ensure_service = $::qdr::ensure_service $service_name = $::qdr::params::service_name service { $service_name: ensure => $ensure_service, enable => $enable_service, hasstatus => true, hasrestart => true, } }",1,,,,0,1
209,"class packstack::trove () { create_resources(packstack::firewall, hiera('firewall_trove_api_rules', {})) $bind_host = hiera('config_ip_version') ? { 'ipv6' => '::0', default => '0.0.0.0', } class { '::trove::api': bind_host => $bind_host, enabled => true, keystone_password => hiera('config_trove_ks_pw'), auth_url => hiera('config_keystone_public_url'), cert_file => false, key_file => false, ca_file => false, verbose => true, debug => hiera('config_debug_mode'), workers => hiera('config_service_workers'), } class { '::trove::conductor': auth_url => hiera('config_keystone_public_url'), verbose => true, debug => hiera('config_debug_mode'), workers => hiera('config_service_workers'), } class { '::trove::taskmanager': auth_url => hiera('config_keystone_public_url'), verbose => true, debug => hiera('config_debug_mode'), } }",0,,"cert_file => false, key_file => false, ca_file => false",CWE-295,1,1
210,"class config inherits config::base { $org = ""seamonkey"" $manage_ifcfg = false $puppet_notif_email = ""seamonkey-release@mozilla.org"" $builder_username = ""seabld"" $puppet_servers = [ ""sea-puppet.community.scl3.mozilla.com"" ] $puppet_server = $puppet_servers[0] $data_servers = $puppet_servers $data_server = $puppet_server $ntp_servers = [ ""us.pool.ntp.org"" ] $relayhost = ""[smtp.mozilla.org]"" $distinguished_puppetmaster = ""sea-puppet.community.scl3.mozilla.com"" $puppetmaster_upstream_rsync_source = 'rsync://puppetagain.pub.build.mozilla.org/data/' $puppet_again_repo = ""https://hg.mozilla.org/build/puppet/"" $puppetmaster_extsyncs = { 'fake_slavealloc' => { }, 'moco_ldap' => { 'moco_ldap_uri' => 'ldaps://ldap.mozilla.org/', 'moco_ldap_root' => 'dc=mozilla', 'moco_ldap_dn' => secret('moco_ldap_dn'), 'moco_ldap_pass' => secret('moco_ldap_pass'), 'users_in_groups' => { 'ldap_infra_users' => [ 'netops', 'team_dcops', 'team_opsec', 'team_moc', 'team_infra', 'team_storage'], }, } } $extra_user_ssh_keys = { 'aws-ssh-key' => [''], } $admin_users = unique(concat([ ""dmitchell"", ""ewong"", ""jwood"", ""kairo"", ], hiera('ldap_infra_users', ['jwood', 'ewong', 'dmitchell']))) $master_json = ""https://hg.mozilla.org/users/callek_gmail.com/tools/raw-file/default/buildfarm/maintenance/sea-production-masters.json"" $buildbot_tools_hg_repo = ""https://hg.mozilla.org/users/callek_gmail.com/tools/"" $buildbot_configs_hg_repo = ""https://hg.mozilla.org/build/buildbot-configs"" $buildbot_configs_branch = ""seamonkey-production"" $buildbotcustom_branch = ""seamonkey-production"" $buildbot_mail_to = ""seamonkey-release@mozilla.org"" $buildmaster_ssh_keys = ['seabld_dsa', 'id_dsa'] $runner_hg_tools_path = '/tools/checkouts/build-tools' $runner_hg_tools_repo = 'https://hg.mozilla.org/users/callek_gmail.com/tools/' $runner_hg_tools_branch = 'default' $runner_hg_mozharness_path = '/tools/checkouts/mozharness' $runner_hg_mozharness_repo = 'https://hg.mozilla.org/build/mozharness' $runner_hg_mozharness_branch = 'production' $runner_env_hg_share_base_dir = '/builds/hg-shared' $runner_env_git_share_base_dir = '/builds/git-shared' $runner_buildbot_slave_dir = '/builds/slave' $runner_clobberer_url = 'http://callek.net/always_clobber.php' }",0,,$runner_clobberer_url = 'http://callek.net/always_clobber.php',CWE-319,1,1
211,"class screenresolution($width, $height, $depth, $refresh) { case $::operatingsystem { darwin: { include packages::mozilla::screenresolution case $::macosx_productversion_major { 10.6,10.7: { $resolution = ""${width}x${height}x${depth}"" } 10.8,10.9: { $resolution = ""${width}x${height}x${depth}@${refresh}"" } } if (!$puppetizing) { exec { ""set-resolution"": command => ""/usr/local/bin/screenresolution set $resolution"", unless => ""/usr/local/bin/screenresolution get 2>&1 | /usr/bin/grep 'display 0: $resolution'"", require => class[""packages::mozilla::screenresolution""]; } } } default: { fail(""cannot manage screen resolution for $::operatingsystem"") } } }",1,,"command => ""/usr/local/bin/screenresolution set $resolution""",CWE-78,1,1
212,"class cinder::backup ( $enabled = true, $manage_service = true, $package_ensure = 'present', $backup_topic = $::os_service_default, $backup_manager = $::os_service_default, $backup_api_class = $::os_service_default, $backup_name_template = $::os_service_default, ) { include ::cinder::params validate_bool($manage_service) validate_bool($enabled) cinder_config<||> ~> service['cinder-backup'] exec<| title == 'cinder-manage db_sync' |> ~> service['cinder-backup'] if $::cinder::params::backup_package { package['cinder-backup'] -> service['cinder-backup'] package['cinder-backup'] ~> exec<| title == 'cinder-manage db_sync' |> package { 'cinder-backup': ensure => $package_ensure, name => $::cinder::params::backup_package, tag => ['openstack', 'cinder-package'], } } if $manage_service { if $enabled { $ensure = 'running' } else { $ensure = 'stopped' } } service { 'cinder-backup': ensure => $ensure, name => $::cinder::params::backup_service, enable => $enabled, hasstatus => true, require => package['cinder'], tag => 'cinder-service', } cinder_config { 'default/backup_topic': value => $backup_topic; 'default/backup_manager': value => $backup_manager; 'default/backup_api_class': value => $backup_api_class; 'default/backup_name_template': value => $backup_name_template; } }",0,,,,0,1
213,"class openstack::ha::radosgw ( $internal_virtual_ip, $ipaddresses, $public_virtual_ip, $server_names, $public_ssl = false, $public_ssl_path = undef, $baremetal_virtual_ip = undef, ) { openstack::ha::haproxy_service { internal_virtual_ip => $internal_virtual_ip, ipaddresses => $ipaddresses, listen_port => 8080, balancermember_port => 6780, public_virtual_ip => $public_virtual_ip, server_names => $server_names, haproxy_config_options => { 'option' => ['httplog', 'httpchk head /', 'http-server-close', 'forwardfor', 'http-buffer-request'], 'timeout' => 'http-request 10s', 'http-request' => 'set-header x-forwarded-proto https if { ssl_fc }', }, } openstack::ha::haproxy_service { 'object-storage': order => '130', public => true, public_ssl => $public_ssl, public_ssl_path => $public_ssl_path, } if $baremetal_virtual_ip { openstack::ha::haproxy_service { 'object-storage-baremetal': order => '135', public_virtual_ip => false, internal_virtual_ip => $baremetal_virtual_ip, } } }",1,,,,0,1
